Date,B2_LST
02/07/2017 10:30,-9999
03/07/2017 10:30,24.8269577026367
04/07/2017 10:30,23.3721714019775
05/07/2017 10:30,27.8797836303711
06/07/2017 10:30,26.9735870361328
07/07/2017 10:30,-9999
08/07/2017 10:30,25.7526454925537
10/07/2017 10:30,-9999
11/07/2017 10:30,-9999
12/07/2017 10:30,19.8934555053711
13/07/2017 10:30,22.8473377227783
14/07/2017 10:30,-9999
15/07/2017 10:30,-9999
16/07/2017 10:30,22.8413581848145
17/07/2017 10:30,24.349365234375
18/07/2017 10:30,23.8964443206787
19/07/2017 10:30,23.9473972320557
21/07/2017 10:30,-9999
22/07/2017 10:30,21.2787227630615
23/07/2017 10:30,-9999
25/07/2017 10:30,-9999
26/07/2017 10:30,-9999
28/07/2017 10:30,22.8611602783203
30/07/2017 10:30,23.4968223571777
31/07/2017 10:30,-9999
01/08/2017 10:30,22.8046054840088
02/08/2017 10:30,-9999
03/08/2017 10:30,24.6464424133301
04/08/2017 10:30,28.1867694854736
05/08/2017 10:30,23.4074153900146
07/08/2017 10:30,20.6564903259277
08/08/2017 10:30,-9999
09/08/2017 10:30,21.8702735900879
10/08/2017 10:30,-9999
11/08/2017 10:30,-9999
12/08/2017 10:30,15.2473678588867
13/08/2017 10:30,23.6491222381592
14/08/2017 10:30,20.7036075592041
15/08/2017 10:30,-9999
16/08/2017 10:30,15.8109397888184
17/08/2017 10:30,-9999
18/08/2017 10:30,24.7301483154297
19/08/2017 10:30,-9999
20/08/2017 10:30,18.3767318725586
21/08/2017 10:30,-9999
22/08/2017 10:30,21.4106521606445
24/08/2017 10:30,24.7460479736328
25/08/2017 10:30,24.9419498443604
26/08/2017 10:30,24.2020816802979
27/08/2017 10:30,-9999
29/08/2017 10:30,24.1307754516602
30/08/2017 10:30,17.3097229003906
01/09/2017 10:30,-9999
02/09/2017 10:30,-9999
03/09/2017 10:30,14.621205329895
04/09/2017 10:30,16.7600154876709
05/09/2017 10:30,-9999
07/09/2017 10:30,20.8712062835693
08/09/2017 10:30,18.742151260376
12/09/2017 10:30,-9999
13/09/2017 10:30,-9999
14/09/2017 10:30,-9999
15/09/2017 10:30,-9999
16/09/2017 10:30,-9999
17/09/2017 10:30,-9999
18/09/2017 10:30,-9999
20/09/2017 10:30,8.08121681213379
21/09/2017 10:30,16.4966506958008
24/09/2017 10:30,11.5791177749634
25/09/2017 10:30,18.1310615539551
26/09/2017 10:30,-9999
27/09/2017 10:30,-9999
28/09/2017 10:30,-9999
30/09/2017 10:30,-9999
02/10/2017 10:30,15.6808633804321
04/10/2017 10:30,-9999
05/10/2017 10:30,18.0083847045898
06/10/2017 10:30,13.6519460678101
07/10/2017 10:30,14.9662933349609
08/10/2017 10:30,-9999
09/10/2017 10:30,15.6538648605347
11/10/2017 10:30,15.3623552322388
12/10/2017 10:30,18.7556972503662
13/10/2017 10:30,20.0064029693604
14/10/2017 10:30,20.8535556793213
15/10/2017 10:30,19.6819038391113
16/10/2017 10:30,20.4818420410156
18/10/2017 10:30,17.3438415527344
19/10/2017 10:30,15.5903615951538
20/10/2017 10:30,15.8112564086914
23/10/2017 10:30,-9999
24/10/2017 10:30,11.3651723861694
25/10/2017 10:30,-9999
27/10/2017 10:30,-9999
28/10/2017 10:30,-9999
30/10/2017 10:30,10.7979469299316
31/10/2017 10:30,10.846531867981
